rank,id,name,dataDrivenScore,contributingModels,coveragePct
2597,cary-grant,Cary Grant,770.0091,3,0.2308
2598,pontius-pilate,Pontius Pilate,770.0368,3,0.2308
2599,meg-whitman,Meg Whitman,770.0388,3,0.2308
2600,j-m-coetzee,J.M. Coetzee,770.0587,6,0.4615
2601,bindusara,Bindusara,770.1276,3,0.2308
2602,mahmoud-abbas,Mahmoud Abbas,770.2029,3,0.2308
2603,king-john-of-england,King John of England,770.2415,1,0.0769
2604,octavia,Octavia,770.253,1,0.0769
2605,felix-klein,Felix Klein,770.2971,2,0.1538
2606,robert-mapplethorpe,Robert Mapplethorpe,770.3244,4,0.3077
2607,saint-thomas-aquinas,Saint Thomas Aquinas,770.341,3,0.2308
2608,el-cid,El Cid,770.3593,4,0.3077
2609,dwight-lyman-moody,Dwight Lyman Moody,770.5117,3,0.2308
2610,averroes-commentaries-reader-thomas-bradwardine,Thomas Bradwardine,770.5141,1,0.0769
2611,zhu-rongji,Zhu Rongji,770.5323,3,0.2308
2612,richard-avedon,Richard Avedon,770.537,5,0.3846
2613,joe-louis,Joe Louis,770.5411,2,0.1538
2614,josquin-des-prez,Josquin des Prez,770.5876,3,0.2308
2615,harriet-taylor-mill,Harriet Taylor Mill,770.6082,2,0.1538
2616,christian-doppler,Christian Doppler,770.6404,2,0.1538
2617,albert-bandura,Albert Bandura,770.6786,4,0.3077
2618,zhang-daoling,Zhang Daoling,770.7153,3,0.2308
2619,victoria-woodhull,Victoria Woodhull,770.8067,1,0.0769
2620,calamity-jane,Calamity Jane,770.825,1,0.0769
2621,miuccia-prada,Miuccia Prada,770.8326,4,0.3077
2622,john-carmack,John Carmack,770.8545,4,0.3077
2623,louis-lumiere,Louis Lumière,770.86,1,0.0769
2624,ginni-rometty,Ginni Rometty,770.8681,3,0.2308
2625,colette,Colette,770.913,3,0.2308
2626,abd-lmecid-efendi,Abdülmecid Efendi,770.9164,2,0.1538
2627,fernando-pessoa,Fernando Pessoa,770.9307,3,0.2308
2628,gianni-versace,Gianni Versace,770.9335,3,0.2308
2629,robert-grosseteste,Robert Grosseteste,771.0239,2,0.1538
2630,caracalla,Caracalla,771.0917,2,0.1538
2631,gabriela-mistral,Gabriela Mistral,771.1048,5,0.3846
2632,donato-bramante,Donato Bramante,771.1075,2,0.1538
2633,thomas-john-watson-sr,Thomas J. Watson,771.1275,1,0.0769
2634,lafur-el-asson,Ólafur Elíasson,771.1528,4,0.3077
2635,ludovico-ariosto,Ludovico Ariosto,771.1881,3,0.2308
2636,kenneth-kaunda,Kenneth Kaunda,771.1948,5,0.3846
2637,marcian-hoff,Marcian Hoff,771.2043,2,0.1538
2638,billie-eilish,Billie Eilish,771.2244,4,0.3077
2639,manuel-castells,Manuel Castells,771.2418,3,0.2308
2640,christopher-hitchens,Christopher Hitchens,771.2698,4,0.3077
2641,neil-gaiman,Neil Gaiman,771.2967,7,0.5385
2642,gabe-newell,Gabe Newell,771.3042,4,0.3077
2643,wis-awa-szymborska,Wisława Szymborska,771.3203,4,0.3077
2644,eudoxus-of-cnidus,Eudoxus of Cnidus,771.3234,2,0.1538
2645,frances-xavier-cabrini,Frances Xavier Cabrini,771.3334,1,0.0769
2646,helen-clark,Helen Clark,771.3448,2,0.1538
2647,al-jahiz,Al-Jahiz,771.3469,3,0.2308
2648,bhagat-singh,Bhagat Singh,771.3625,4,0.3077
2649,santiago-calatrava,Santiago Calatrava,771.3978,3,0.2308
2650,manuel-i-of-portugal,Manuel I of Portugal,771.414,3,0.2308
2651,antonio-stradivari,Antonio Stradivari,771.5047,3,0.2308
2652,marie-de-france,Marie de France,771.5471,3,0.2308
2653,shinichi-suzuki,Shinichi Suzuki,771.5876,1,0.0769
2654,maria-goeppert-mayer,Maria Goeppert Mayer,771.6068,3,0.2308
2655,septimius-severus,Septimius Severus,771.6479,4,0.3077
2656,charles-prince-of-wales,"Charles, Prince of Wales",771.6487,1,0.0769
2657,osceola,Osceola,771.6819,2,0.1538
2658,ulrich-beck,Ulrich Beck,771.6889,3,0.2308
2659,anna-freud,Anna Freud,771.7046,4,0.3077
2660,thomas-szasz,Thomas Szasz,771.7864,2,0.1538
2661,alcmaeon-of-croton,Alcmaeon of Croton,771.8623,2,0.1538
2662,bed-ich-smetana,Bedřich Smetana,772.0424,4,0.3077
2663,michelle-bachelet,Michelle Bachelet,772.0509,5,0.3846
2664,philip-roth,Philip Roth,772.0993,3,0.2308
2665,darius-iii,Darius III,772.1095,2,0.1538
2666,germaine-greer,Germaine Greer,772.111,3,0.2308
2667,samuel-richardson,Samuel Richardson,772.1637,2,0.1538
2668,vilayanur-s-ramachandran,Vilayanur S. Ramachandran,772.2087,3,0.2308
2669,motilal-nehru,Motilal Nehru,772.2179,1,0.0769
2670,albert-a-michelson,Albert A. Michelson,772.2238,2,0.1538
2671,wojciech-jaruzelski,Wojciech Jaruzelski,772.2239,2,0.1538
2672,john-hus,John Hus,772.2269,2,0.1538
2673,kate-millett,Kate Millett,772.2838,3,0.2308
2674,toussaint-l-ouverture,Toussaint L'Ouverture,772.2867,1,0.0769
2675,henri-de-toulouse-lautrec,Henri de Toulouse-Lautrec,772.3172,3,0.2308
2676,camille-claudel,Camille Claudel,772.3175,2,0.1538
2677,evelyn-waugh,Evelyn Waugh,772.4353,2,0.1538
2678,andrea-dworkin,Andrea Dworkin,772.4909,3,0.2308
2679,yo-yo-ma,Yo-Yo Ma,772.5539,2,0.1538
2680,pope-gregory-xvi,Pope Gregory XVI,772.5541,2,0.1538
2681,agostinho-neto,Agostinho Neto,772.5877,4,0.3077
2682,jonah,Jonah,772.6039,2,0.1538
2683,ferdinand-von-zeppelin,Ferdinand von Zeppelin,772.6978,2,0.1538
2684,mary-seacole,Mary Seacole,772.739,5,0.3846
2685,stokely-carmichael,Stokely Carmichael,772.7898,3,0.2308
2686,ahmad-ibn-hanbal,Ahmad ibn Hanbal,772.8008,3,0.2308
2687,john-herschel,John Herschel,772.8027,2,0.1538
2688,adolf-eichmann,Adolf Eichmann,772.8361,3,0.2308
2689,pewdiepie,PewDiePie,772.8492,3,0.2308
2690,juan-manuel-de-rosas,Juan Manuel de Rosas,772.8614,2,0.1538
2691,novalis,Novalis,772.8911,3,0.2308
2692,pau-casals,Pau Casals,772.9372,2,0.1538
2693,king-chulalongkorn,Chulalongkorn,772.9485,2,0.1538
2694,mongkut,Mongkut,772.9532,2,0.1538
2695,k-lid-sa,Kālidāsa,772.9582,2,0.1538
2696,tom-stoppard,Tom Stoppard,773.0224,2,0.1538
2697,pope-john-paul-i,Pope John Paul I,773.076,1,0.0769
2698,edith-wharton,Edith Wharton,773.095,2,0.1538
2699,ahmed-shahe-durrani,Ahmed Shahe Durrani,773.1222,3,0.2308
2700,marcello-malpighi,Marcello Malpighi,773.1577,2,0.1538
2701,albert-ellis,Albert Ellis,773.1661,3,0.2308
2702,vincenzo-bellini,Vincenzo Bellini,773.1693,3,0.2308
2703,tao-yuanming,Tao Yuanming,773.1697,3,0.2308
2704,carl-menger,Carl Menger,773.1764,1,0.0769
2705,napoleon-ii,Napoleon II,773.2202,2,0.1538
2706,rajendra-prasad,Rajendra Prasad,773.2366,2,0.1538
2707,konrad-lorenz,Konrad Lorenz,773.2419,4,0.3077
2708,kara-walker,Kara Walker,773.4288,4,0.3077
2709,alfred-dreyfus,Alfred Dreyfus,773.4306,1,0.0769
2710,empress-elisabeth-of-austria,Empress Elisabeth of Austria,773.4652,1,0.0769
2711,james-simpson,James Simpson,773.4695,2,0.1538
2712,niko-tinbergen,Niko Tinbergen,773.4888,4,0.3077
2713,alice-munro,Alice Munro,773.4981,3,0.2308
2714,s-kou-tour,Sékou Touré,773.506,3,0.2308
2715,rene-magritte,Rene Magritte,773.511,2,0.1538
2716,karen-horney,Karen Horney,773.525,6,0.4615
2717,rachel-whiteread,Rachel Whiteread,773.5394,3,0.2308
2718,jackie-joyner-kersee,Jackie Joyner-Kersee,773.5472,3,0.2308
2719,john-rockefeller,John Rockefeller,773.5646,1,0.0769
2720,nawal-el-saadawi,Nawal El Saadawi,773.5677,3,0.2308
2721,thales,Thales,773.5798,2,0.1538
2722,pope-leo-xiv,Pope Leo XIV,773.595,1,0.0769
2723,catherine-booth,Catherine Booth,773.6159,3,0.2308
2724,lee-teng-hui,Lee Teng-hui,773.621,3,0.2308
2725,huang-xianfan,Huang Xianfan,773.6599,1,0.0769
2726,alaric-the-goth,Alaric the Goth,773.6814,1,0.0769
2727,solomon-ibn-gabirol,Solomon ibn Gabirol,773.7172,1,0.0769
2728,karl-von-frisch,Karl von Frisch,773.7358,4,0.3077
2729,julio-cort-zar,Julio Cortázar,773.7949,4,0.3077
2730,gerhard-richter,Gerhard Richter,773.8187,3,0.2308
2731,jiang-qing,Jiang Qing,773.8195,1,0.0769
2732,francisco-de-vitoria,Francisco de Vitoria,773.8308,3,0.2308
2733,michiel-de-ruyter,Michiel de Ruyter,773.8368,2,0.1538
2734,domingo-faustino-sarmiento,Domingo Faustino Sarmiento,773.8476,2,0.1538
2735,lewis-terman,Lewis Terman,773.8588,2,0.1538
2736,pope-julius-ii,Pope Julius II,773.8749,3,0.2308
2737,joseph-ii-holy-roman-emperor,"Joseph II, Holy Roman Emperor",773.9309,2,0.1538
2738,a-philip-randolph,A. Philip Randolph,773.9437,2,0.1538
2739,michel-platini,Michel Platini,773.946,2,0.1538
2740,giovanni-bellini,Giovanni Bellini,773.9556,2,0.1538
2741,tadeusz-ko-ciuszko,Tadeusz Kościuszko,773.9568,2,0.1538
2742,david-wechsler,David Wechsler,773.9832,2,0.1538
2743,vincent-kompany,Vincent Kompany,774.0265,2,0.1538
2744,william-laud,William Laud,774.0351,1,0.0769
2745,jos-mar-a-morelos,José María Morelos,774.0407,3,0.2308
2746,don-delillo,Don DeLillo,774.0872,2,0.1538
2747,vigd-s-finnbogad-ttir,Vigdís Finnbogadóttir,774.1166,3,0.2308
2748,roberto-carlos,Roberto Carlos,774.1509,3,0.2308
2749,jerry-falwell,Jerry Falwell,774.174,2,0.1538
2750,yevgeny-zamyatin,Yevgeny Zamyatin,774.2113,3,0.2308
2751,t-pac-amaru-ii,Túpac Amaru II,774.2574,3,0.2308
2752,fumihiko-maki,Fumihiko Maki,774.2709,1,0.0769
2753,pat-robertson,Pat Robertson,774.2833,2,0.1538
2754,xenophanes,Xenophanes,774.3528,2,0.1538
2755,mumtaz-mahal,Mumtaz Mahal,774.3828,2,0.1538
2756,harriet-martineau,Harriet Martineau,774.3942,3,0.2308
2757,adunis,Adunis,774.4069,3,0.2308
2758,andrew-the-apostle,Andrew the Apostle,774.4384,1,0.0769
2759,luis-bu-uel,Luis Buñuel,774.5786,4,0.3077
2760,ivan-goncharov,Ivan Goncharov,774.6007,2,0.1538
2761,william-boeing,William Boeing,774.6448,2,0.1538
2762,charaka,Charaka,774.6669,3,0.2308
2763,thomas-pynchon,Thomas Pynchon,774.68,2,0.1538
2764,max-tegmark,Max Tegmark,774.6819,2,0.1538
2765,avogadro,Avogadro,774.6913,2,0.1538
2766,kate-sheppard,Kate Sheppard,774.6951,2,0.1538
2767,david-beckham,David Beckham,774.717,2,0.1538
2768,jean-fran-ois-champollion,Jean-François Champollion,774.7283,2,0.1538
2769,al-mawardi,Al-Mawardi,774.7559,3,0.2308
2770,willis-carrier,Willis Carrier,774.7755,2,0.1538
2771,mazzini,Mazzini,774.7993,1,0.0769
2772,terry-pratchett,Terry Pratchett,774.8122,3,0.2308
2773,jacques-lacan,Jacques Lacan,774.8296,2,0.1538
2774,r-d-laing,R.d. Laing,774.8439,3,0.2308
2775,sardar-patel,Sardar Patel,774.8803,2,0.1538
2776,karl-weierstra,Karl Weierstraß,774.8834,2,0.1538
2777,lady-jane-grey,Lady Jane Grey,774.8925,1,0.0769
2778,ay,Ay,774.9658,5,0.3846
2779,lili-uokalani,Liliʻuokalani,774.9935,4,0.3077
2780,ferdinand-of-aragon,Ferdinand of Aragon,775.0372,1,0.0769
2781,m-s-swaminathan,M. S. Swaminathan,775.0578,3,0.2308
2782,murad-iv,Murad IV,775.0586,2,0.1538
2783,philip-pullman,Philip Pullman,775.0935,3,0.2308
2784,vikram-seth,Vikram Seth,775.1418,3,0.2308
2785,afonso-i-of-kongo,Afonso I of Kongo,775.2068,1,0.0769
2786,empress-matilda,Empress Matilda,775.2123,4,0.3077
2787,sydney-brenner,Sydney Brenner,775.2902,3,0.2308
2788,kuo-mo-jo,Kuo Mo-jo,775.332,1,0.0769
2789,pope-pius-vii,Pope Pius VII,775.3583,2,0.1538
2790,cormac-mccarthy,Cormac McCarthy,775.3705,2,0.1538
2791,doris-lessing,Doris Lessing,775.3743,3,0.2308
2792,razia-sultana,Razia Sultana,775.4087,3,0.2308
2793,lee-byung-chul,Lee Byung-chul,775.4295,2,0.1538
2794,gertrude-walton-donahey,Gertrude Walton Donahey,775.4479,1,0.0769
2795,christa-mcauliffe,Christa McAuliffe,775.4502,1,0.0769
2796,sonia-sotomayor,Sonia Sotomayor,775.4712,2,0.1538
2797,eamon-de-valera,Eamon de Valera,775.4976,3,0.2308
2798,saig-takamori,Saigō Takamori,775.502,2,0.1538
2799,ronald-fisher,Ronald Fisher,775.5173,4,0.3077
2800,jeong-ju-yung,Jeong Ju-yung,775.549,2,0.1538
2801,wilhelm-ii-german-emperor,"Wilhelm II, German Emperor",775.6062,1,0.0769
2802,alexander-dub-ek,Alexander Dubček,775.609,2,0.1538
2803,cyrus-west-field,Cyrus West Field,775.6165,2,0.1538
2804,cristina-fern-ndez-de-kirchner,Cristina Fernández de Kirchner,775.6271,3,0.2308
2805,matthew-arnold,Matthew Arnold,775.6992,2,0.1538
2806,ibn-hazm,Ibn Hazm,775.7527,3,0.2308
2807,frances-perkins,Frances Perkins,775.7605,2,0.1538
2808,shivaji-bhonsle,Shivaji Bhonsle,775.7959,1,0.0769
2809,tarik-ibn-ziyad,Tarik ibn Ziyad,775.8036,1,0.0769
2810,jesse-james,Jesse James,775.8195,2,0.1538
2811,billy-the-kid,Billy the Kid,775.8244,2,0.1538
2812,adnan-oktar,Adnan Oktar,775.8455,1,0.0769
2813,francis-collins,Francis Collins,775.8466,4,0.3077
2814,anne-queen-of-great-britain,"Anne, Queen of Great Britain",775.8657,1,0.0769
2815,salah-jadid,Salah Jadid,775.9163,1,0.0769
2816,jack-the-ripper,Jack the Ripper,775.9898,2,0.1538
2817,joan-baez,Joan Baez,776.0237,4,0.3077
2818,celia-cruz,Celia Cruz,776.0245,3,0.2308
2819,anders-jonas-ngstr-m,Anders Jonas Ångström,776.0344,1,0.0769
2820,giorgio-de-chirico,Giorgio de Chirico,776.0511,2,0.1538
2821,hafsa-bint-umar,Hafsa bint Umar,776.068,1,0.0769
2822,jose-marti,Jose Marti,776.0983,1,0.0769
2823,lata-mangeshkar,Lata Mangeshkar,776.1063,2,0.1538
2824,buffalo-bill-cody,Buffalo Bill Cody,776.1158,2,0.1538
2825,barbara-hepworth,Barbara Hepworth,776.1229,3,0.2308
2826,wyatt-earp,Wyatt Earp,776.1304,2,0.1538
2827,saul-kripke,Saul Kripke,776.1666,4,0.3077
2828,alonzo-church,Alonzo Church,776.189,2,0.1538
2829,matthew-the-apostle,Matthew the Apostle,776.19,1,0.0769
2830,walker-evans,Walker Evans,776.1925,3,0.2308
2831,bernardo-houssay,Bernardo Houssay,776.2752,1,0.0769
2832,sappho-of-lesbos,Sappho of Lesbos,776.2918,1,0.0769
2833,yasujir-ozu,Yasujirō Ozu,776.3081,6,0.4615
2834,wild-bill-hickok,Wild Bill Hickok,776.316,2,0.1538
2835,john-king-of-england,"John, King of England",776.3198,1,0.0769
2836,camilo-golgi,Camilo Golgi,776.3341,1,0.0769
2837,amedeo-modigliani,Amedeo Modigliani,776.4403,2,0.1538
2838,enrico-bombieri,Enrico Bombieri,776.4521,1,0.0769
2839,kenzo-tange,Kenzo Tange,776.4784,2,0.1538
2840,haj-amin-al-husseini,Haj Amin al-Husseini,776.5329,1,0.0769
2841,louis-renault,Louis Renault,776.5336,2,0.1538
2842,saint-nicholas,Saint Nicholas,776.5793,1,0.0769
2843,cao-rui,Cao Rui,776.5826,3,0.2308
2844,prempeh-i,Prempeh I,776.5866,1,0.0769
2845,gaetano-donizetti,Gaetano Donizetti,776.6049,2,0.1538
2846,ogedei-khan,Ogedei Khan,776.6289,1,0.0769
2847,topa-inca-yupanqui,Topa Inca Yupanqui,776.633,2,0.1538
2848,john-w-rogers-jr,John W. Rogers Jr.,776.657,2,0.1538
2849,peter-singer,Peter Singer,776.671,3,0.2308
2850,richard-iii-of-england,Richard III of England,776.7091,1,0.0769
2851,jordan-peterson,Jordan Peterson,776.7285,3,0.2308
2852,jack-nicholson,Jack Nicholson,776.7522,4,0.3077
2853,nicol-s-maduro,Nicolás Maduro,776.8013,3,0.2308
2854,kylie-jenner,Kylie Jenner,776.8208,3,0.2308
2855,henry-james,Henry James,776.8471,2,0.1538
2856,mustafa-iii,Mustafa III,776.8533,2,0.1538
2857,shotoku-taishi,Shotoku Taishi,776.8627,3,0.2308
2858,leila-ahmed,Leila Ahmed,776.8647,1,0.0769
2859,theodor-mommsen,Theodor Mommsen,776.8698,3,0.2308
2860,torquato-tasso,Torquato Tasso,776.8911,3,0.2308
2861,genrikh-yagoda,Genrikh Yagoda,776.908,1,0.0769
2862,george-santayana,George Santayana,776.918,2,0.1538
2863,tukaram,Tukaram,776.9189,2,0.1538
2864,kehinde-wiley,Kehinde Wiley,776.9312,3,0.2308
2865,jacob-riis,Jacob Riis,776.9577,1,0.0769
2866,ratan-tata,Ratan Tata,777.0485,4,0.3077
2867,robert-bunsen,Robert Bunsen,777.1859,3,0.2308
2868,ayatollah-ruhollah-khomeini,Ayatollah Ruhollah Khomeini,777.2014,1,0.0769
2869,dylan-thomas,Dylan Thomas,777.2119,1,0.0769
2870,sol-lewitt,Sol LeWitt,777.2146,4,0.3077
2871,subramanya-bharathi,Subramanya Bharathi,777.2186,2,0.1538
2872,mette-frederiksen,Mette Frederiksen,777.2229,2,0.1538
2873,chiang-ching-kuo,Chiang Ching-kuo,777.2545,2,0.1538
2874,nadar,Nadar,777.2785,2,0.1538
2875,abdulaziz-ibn-saud,Abdulaziz Ibn Saud,777.2864,1,0.0769
2876,niall-ferguson,Niall Ferguson,777.2921,2,0.1538
2877,margaret-bourke-white,Margaret Bourke-White,777.3075,3,0.2308
2878,carlo-ginzburg,Carlo Ginzburg,777.3341,4,0.3077
2879,robert-browning,Robert Browning,777.3708,1,0.0769
2880,natalie-zemon-davis,Natalie Zemon Davis,777.4294,4,0.3077
2881,joseph-nye,Joseph Nye,777.4539,2,0.1538
2882,hans-morgenthau,Hans Morgenthau,777.4567,2,0.1538
2883,robert-keohane,Robert Keohane,777.6299,2,0.1538
2884,kenneth-waltz,Kenneth Waltz,777.6607,2,0.1538
2885,ir-ne-joliot-curie,Irène Joliot-Curie,777.6973,3,0.2308
2886,erich-ludendorff,Erich Ludendorff,777.7098,2,0.1538
2887,queen-amina,Queen Amina,777.7135,2,0.1538
2888,carl-orff,Carl Orff,777.7559,2,0.1538
2889,mariah-carey,Mariah Carey,777.8053,3,0.2308
2890,p-t-barnum,P.T. Barnum,777.8566,3,0.2308
2891,fr-d-ric-bastiat,Frédéric Bastiat,777.858,2,0.1538
2892,modest-petrovich-mussorgsky,Modest Petrovich Mussorgsky,777.8619,3,0.2308
2893,malik-ibn-anas,Malik ibn Anas,777.8887,2,0.1538
2894,queen-lili-uokalani,Queen Liliʻuokalani,777.9032,2,0.1538
2895,hilary-putnam,Hilary Putnam,777.9353,4,0.3077
2896,samson,Samson,778.0006,2,0.1538
2897,charles-best,Charles Best,778.0578,4,0.3077
2898,cole-porter,Cole Porter,778.0908,4,0.3077
2899,johann-gottlieb-fichte,Johann Gottlieb Fichte,778.113,1,0.0769
2900,mary-robinson,Mary Robinson,778.1274,3,0.2308
2901,apollonius-of-rhodes,Apollonius of Rhodes,778.1334,1,0.0769
2902,nicolas-poussin,Nicolas Poussin,778.1375,2,0.1538
2903,maximilian-robespierre,Maximilian Robespierre,778.142,1,0.0769
2904,thiruvalluvar,Thiruvalluvar,778.1471,1,0.0769
2905,sarah-bernhardt,Sarah Bernhardt,778.186,2,0.1538
2906,saint-george,Saint George,778.2012,1,0.0769
2907,elena-kagan,Elena Kagan,778.2151,2,0.1538
2908,giovanni-domenico-cassini,Giovanni Domenico Cassini,778.2312,2,0.1538
2909,theocritus,Theocritus,778.2605,1,0.0769
2910,e-t-a-hoffmann,E. T. A. Hoffmann,778.2707,2,0.1538
2911,dunga,Dunga,778.2889,2,0.1538
2912,mikhail-kutuzov,Mikhail Kutuzov,778.2935,1,0.0769
2913,ferruccio-lamborghini,Ferruccio Lamborghini,778.316,3,0.2308
2914,knut-hamsun,Knut Hamsun,778.3169,2,0.1538
2915,philip-zimbardo,Philip Zimbardo,778.3568,4,0.3077
2916,u-thant,U Thant,778.3774,4,0.3077
2917,azim-premji,Azim Premji,778.3806,4,0.3077
2918,stanley-milgram,Stanley Milgram,778.3888,4,0.3077
2919,dizzy-gillespie,Dizzy Gillespie,778.5012,3,0.2308
2920,georg-luk-cs,Georg Lukács,778.5069,2,0.1538
2921,rurik,Rurik,778.5377,2,0.1538
2922,ba-jin,Ba Jin,778.556,1,0.0769
2923,antonio-salazar,Antonio Salazar,778.5596,2,0.1538
2924,daniel-libeskind,Daniel Libeskind,778.6153,3,0.2308
2925,john-dryden,John Dryden,778.6386,2,0.1538
2926,longinus,Longinus,778.6418,1,0.0769
2927,adam-weishaupt,Adam Weishaupt,778.6656,2,0.1538
2928,hiawatha,Hiawatha,778.7364,2,0.1538
2929,kailash-satyarthi,Kailash Satyarthi,778.7393,3,0.2308
2930,bobby-fischer,Bobby Fischer,778.7691,3,0.2308
2931,terence-tao,Terence Tao,778.7698,2,0.1538
2932,kurt-lewin,Kurt Lewin,778.794,3,0.2308
2933,v-nguy-n-gi-p,Võ Nguyên Giáp,778.8286,1,0.0769
2934,whitfield-diffie,Whitfield Diffie,778.8396,3,0.2308
2935,sophie-scholl,Sophie Scholl,778.873,3,0.2308
2936,giacomo-leopardi,Giacomo Leopardi,778.892,2,0.1538
2937,f-lix-houphou-t-boigny,Félix Houphouët-Boigny,778.9785,3,0.2308
2938,martin-edward-hellman,Martin Edward Hellman,778.9918,3,0.2308
2939,snorri-sturluson,Snorri Sturluson,779.0008,2,0.1538
2940,donald-winnicott,Donald Winnicott,779.0049,2,0.1538
2941,friedrich-wilhelm-joseph-schelling,Friedrich Wilhelm Joseph Schelling,779.0083,2,0.1538
2942,paul-robeson,Paul Robeson,779.0331,1,0.0769
2943,musa-i-of-mali,Musa I of Mali,779.0446,1,0.0769
2944,chen-ning-yang,Chen-ning Yang,779.084,3,0.2308
2945,robert-graves,Robert Graves,779.0867,1,0.0769
2946,al-tabari,Al-Tabari,779.0895,4,0.3077
2947,thomas-m-ntzer,Thomas Müntzer,779.0978,2,0.1538
2948,emperor-septimius-severus,Emperor Septimius Severus,779.1502,1,0.0769
2949,julian-of-norwich,Julian Of Norwich,779.2735,3,0.2308
2950,ron-rivest,Ron Rivest,779.286,3,0.2308
2951,adi-shamir,Adi Shamir,779.3319,3,0.2308
2952,fra-angelico,Fra Angelico,779.3414,2,0.1538
2953,gerrit-rietveld,Gerrit Rietveld,779.4076,2,0.1538
2954,imre-nagy,Imre Nagy,779.4398,2,0.1538
2955,alexander-wendt,Alexander Wendt,779.4519,4,0.3077
2956,barbara-liskov,Barbara Liskov,779.4606,2,0.1538
2957,czes-aw-mi-osz,Czesław Miłosz,779.4863,3,0.2308
2958,elihu-yale,Elihu Yale,779.4864,1,0.0769
2959,kwame-anthony-appiah,Kwame Anthony Appiah,779.4928,2,0.1538
2960,kalpana-chawla,Kalpana Chawla,779.4974,1,0.0769
2961,philip-kitcher,Philip Kitcher,779.5197,2,0.1538
2962,leonard-adleman,Leonard Adleman,779.5372,3,0.2308
2963,j-b-s-haldane,J.B.S. Haldane,779.5415,4,0.3077
2964,vesalius,Vesalius,779.547,1,0.0769
2965,francis-ii-holy-roman-emperor,"Francis II, Holy Roman Emperor",779.5636,1,0.0769
2966,michael-i-of-russia,Michael I of Russia,779.5783,1,0.0769
2967,thomas-schelling,Thomas Schelling,779.5822,2,0.1538
2968,anselm-kiefer,Anselm Kiefer,779.5839,3,0.2308
2969,leon-walras,Leon Walras,779.5951,1,0.0769
2970,jalaluddin-rumi,Jalaluddin Rumi,779.6162,1,0.0769
2971,fran-ois-duvalier,François Duvalier,779.6199,2,0.1538
2972,jenny-holzer,Jenny Holzer,779.6789,3,0.2308
2973,daniel-dennett,Daniel Dennett,779.6915,3,0.2308
2974,h-xu-n-h-ng,Hồ Xuân Hương,779.6943,1,0.0769
2975,mary-parker-follett,Mary Parker Follett,779.6964,3,0.2308
2976,voltairine-de-cleyre,Voltairine de Cleyre,779.7146,1,0.0769
2977,augustus-saint-gaudens,Augustus Saint-Gaudens,779.7373,1,0.0769
2978,jean-bertrand-aristide,Jean-Bertrand Aristide,779.7394,2,0.1538
2979,frederick-jackson-turner,Frederick Jackson Turner,779.7777,2,0.1538
2980,henry-vii-of-england,Henry VII of England,779.7817,2,0.1538
2981,oskar-morgenstern,Oskar Morgenstern,779.7878,1,0.0769
2982,herbert-von-karajan,Herbert von Karajan,779.8246,2,0.1538
2983,barbara-walters,Barbara Walters,779.8439,3,0.2308
2984,james-hansen,James Hansen,779.9133,3,0.2308
2985,dante,Dante,779.9303,4,0.3077
2986,thomas-telford,Thomas Telford,779.931,3,0.2308
2987,emperor-hadrian,Emperor Hadrian,779.9446,1,0.0769
2988,edward-iv-of-england,Edward IV of England,779.9529,1,0.0769
2989,isaiah,Isaiah,779.9532,2,0.1538
2990,fulgencio-batista,Fulgencio Batista,779.9794,2,0.1538
2991,wang-xizhi,Wang Xizhi,779.9814,2,0.1538
2992,edward-bernays,Edward Bernays,780.0314,2,0.1538
2993,steve-irwin,Steve Irwin,780.0732,4,0.3077
2994,alexander-kerensky,Alexander Kerensky,780.1179,2,0.1538
2995,georges-bizet,Georges Bizet,780.1201,4,0.3077
2996,mileva-mari,Mileva Marić,780.1235,1,0.0769
2997,han-kang,Han Kang,780.1299,4,0.3077
2998,huineng,Huineng,780.1539,2,0.1538
2999,pedro-almod-var,Pedro Almodóvar,780.1859,6,0.4615
3000,syed-abul-ala-maududi,Syed Abul Ala Maududi,780.1994,2,0.1538
3001,pope-sixtus-v,Pope Sixtus V,780.226,3,0.2308
3002,rollo-may,Rollo May,780.237,3,0.2308
3003,tawakkol-karman,Tawakkol Karman,780.2419,5,0.3846
3004,joseph-heller,Joseph Heller,780.2533,2,0.1538
3005,gao-xingjian,Gao Xingjian,780.2551,2,0.1538
3006,lucille-ball,Lucille Ball,780.3021,4,0.3077
3007,obafemi-awolowo,Obafemi Awolowo,780.3096,3,0.2308
3008,am-lcar-cabral,Amílcar Cabral,780.3239,5,0.3846
3009,donald-davies,Donald Davies,780.3294,3,0.2308
3010,reinhold-messner,Reinhold Messner,780.3435,2,0.1538
3011,osip-mandelstam,Osip Mandelstam,780.345,3,0.2308
3012,frances-willard,Frances Willard,780.3577,1,0.0769
3013,b-hanzin,Béhanzin,780.3639,2,0.1538
3014,rita-levi-montalcini,Rita Levi-Montalcini,780.398,4,0.3077
3015,dhirubhai-ambani,Dhirubhai Ambani,780.4021,2,0.1538
3016,james-son-of-zebedee,"James, son of Zebedee",780.407,1,0.0769
3017,jean-de-la-fontaine,Jean de La Fontaine,780.4165,2,0.1538
3018,offa-of-mercia,Offa of Mercia,780.4436,1,0.0769
3019,bahadur-shah-zafar,Bahadur Shah Zafar,780.4458,2,0.1538
3020,qasem-soleimani,Qasem Soleimani,780.4565,2,0.1538
