"Name","Slug","Occupation","Born","HPI Rank","HPI Score","2025 Views","2024 Views","Gap","Gap Score","YoY Change %","Momentum Q1-Q3 %","Label"
"Muhammad","Muhammad","RELIGIOUS FIGURE","570","1","100","4472864","4913518","+1.8×","0.26","-9","1.8","Steady"
"Gautama Buddha","Gautama_Buddha","PHILOSOPHER","-566","2","99.481783","411187","443608","−4.8×","-0.68","-7.3","29.2","Emerging"
"Isaac Newton","Isaac_Newton","PHYSICIST","1643","3","99.439201","3683953","3223059","+2.1×","0.32","14.3","-28.3","Cooling Off"
"Donald Trump","Donald_Trump","POLITICIAN","1946","4","99.267069","35996821","50841230","+22×","1.35","-29.2","-53.9","Post-Peak"
"Genghis Khan","Genghis_Khan","MILITARY PERSONNEL","1162","5","98.434181","3953543","3935134","+2.6×","0.42","0.5","-7.8","Steady"
"Cleopatra","Cleopatra","POLITICIAN","-69","6","98.337383","20226025","50440914","+14×","1.15","-59.9","-32","Crashing"
"Mahatma Gandhi","Mahatma_Gandhi","SOCIAL ACTIVIST","1869","7","97.707933","4754928","5757486","+3.5×","0.54","-17.4","-17.3","Famous"
"Pope Francis","Pope_Francis","RELIGIOUS FIGURE","1936","8","97.042983","17952958","3661764","+14×","1.14","390.3","-83.8","Breakout Star"
"Mary, mother of Jesus","Mary,_mother_of_Jesus","RELIGIOUS FIGURE","-100","9","96.936305","1440823","1740159","~1×","0.06","-17.2","2.2","Steady"
"Ludwig van Beethoven","Ludwig_van_Beethoven","COMPOSER","1770","10","96.8901","1927873","2224150","+1.6×","0.20","-13.3","-12.3","Steady"
"Leonardo da Vinci","Leonardo_da_Vinci","INVENTOR","1452","11","96.801826","2902474","3655844","+2.4×","0.39","-20.6","-17.3","Steady"
"Aristotle","Aristotle","PHILOSOPHER","-384","12","96.252463","2020942","2246348","+1.8×","0.24","-10","-4.2","Steady"
"Marco Polo","Marco_Polo","EXPLORER","1254","13","96.207777","1176278","1480526","~1×","0.02","-20.5","-12.3","Steady"
"Elizabeth I of England","Elizabeth_I_of_England","POLITICIAN","1533","14","96.042419","320985","430426","−3.4×","-0.54","-25.4","-17.1","Underrated"
"Plato","Plato","PHILOSOPHER","-427","15","95.935845","1572468","1909768","+1.5×","0.16","-17.7","-4.6","Steady"
"Alexander the Great","Alexander_the_Great","MILITARY PERSONNEL","-356","16","95.634894","4099999","6044113","+3.9×","0.59","-32.2","-11.8","Famous"
"Saint Peter","Saint_Peter","RELIGIOUS FIGURE","-1","17","95.455494","2832198","1846811","+2.7×","0.44","53.4","-18.5","Steady"
"Homer","Homer","WRITER","-800","18","95.41286","1213232","1166007","~1×","0.07","4.1","-13.2","Steady"
"Wolfgang Amadeus Mozart","Wolfgang_Amadeus_Mozart","COMPOSER","1756","19","95.366832","2444165","3090458","+2.4×","0.39","-20.9","-5.4","Steady"
"Napoleon","Napoleon","POLITICIAN","1769","20","95.287743","5936618","9283084","+6.0×","0.78","-36","-41.2","Post-Peak"
"Galileo Galilei","Galileo_Galilei","ASTRONOMER","1564","21","95.07624","1599797","1990945","+1.6×","0.21","-19.6","-18.2","Steady"
"Adolf Hitler","Adolf_Hitler","POLITICIAN","1889","22","94.988012","9229432","9546534","+9.6×","0.98","-3.3","-23.5","Post-Peak"
"Christopher Columbus","Christopher_Columbus","EXPLORER","1451","23","94.907907","3277555","3299217","+3.5×","0.54","-0.7","-0.9","Famous"
"Socrates","Socrates","PHILOSOPHER","-470","24","94.901124","1701515","1856855","+1.8×","0.26","-8.4","-3","Steady"
"Albert Einstein","Albert_Einstein","PHYSICIST","1879","25","94.826997","5344080","6985017","+5.8×","0.76","-23.5","-11.5","Famous"
"Henry VIII of England","Henry_VIII_of_England","NOBLEMAN","1491","26","94.649076","687230","592784","−1.3×","-0.12","15.9","-16","Steady"
"Marie Curie","Marie_Curie","PHYSICIST","1867","27","94.302002","2762232","3181114","+3.1×","0.48","-13.2","-5.5","Steady"
"Jesus","Jesus","RELIGIOUS FIGURE","-4","28","94.236051","5321763","5544587","+5.9×","0.77","-4","-4.6","Famous"
"Jimmy Carter","Jimmy_Carter","POLITICIAN","1924","29","93.903276","6989937","79714650","+7.9×","0.90","-91.2","-79.8","Crashing"
"Pope Benedict XVI","Pope_Benedict_XVI","RELIGIOUS FIGURE","1927","30","93.896537","5948158","1606142","+6.8×","0.83","270.3","-80.3","Breakout Star"
"Nicolaus Copernicus","Nicolaus_Copernicus","ASTRONOMER","1473","31","93.78406","986390","1124249","~1×","0.06","-12.3","-24.9","Cooling Off"
"Julius Caesar","Julius_Caesar","POLITICIAN","-100","32","93.777536","3427097","4154302","+4.0×","0.60","-17.5","-23.9","Post-Peak"
"Confucius","Confucius","PHILOSOPHER","-551","33","93.574957","1275564","1634914","+1.5×","0.18","-22","-47.1","Cooling Off"
"Michelangelo","Michelangelo","PAINTER","1475","34","93.544328","1625159","1756382","+1.9×","0.28","-7.5","-14.6","Steady"
"Archimedes","Archimedes","MATHEMATICIAN","-287","35","93.411157","997257","1173765","~1×","0.08","-15","-22.6","Cooling Off"
"Pythagoras","Pythagoras","PHILOSOPHER","-570","36","93.359732","837457","1062878","~1×","0.00","-21.2","-14.6","Steady"
"Vincent van Gogh","Vincent_van_Gogh","PAINTER","1853","37","93.258266","2574277","3006288","+3.1×","0.50","-14.4","-16.4","Steady"
"Moses","Moses","RELIGIOUS FIGURE","-1393","38","93.255134","1644995","2572287","+2.0×","0.30","-36","-5.7","Steady"
"Fyodor Dostoevsky","Fyodor_Dostoevsky","WRITER","1821","39","93.202117","1922314","2093809","+2.4×","0.38","-8.2","-14.1","Steady"
"Thomas Jefferson","Thomas_Jefferson","POLITICIAN","1743","40","93.181084","3076405","3155667","+3.8×","0.58","-2.5","-18","Famous"
"Che Guevara","Che_Guevara","SOCIAL ACTIVIST","1928","41","93.089165","3187504","3029863","+4.0×","0.60","5.2","12.4","Famous"
"Louis XIV of France","Louis_XIV_of_France","POLITICIAN","1638","42","93.008697","220906","260329","−3.6×","-0.55","-15.1","-9.2","Underrated"
"Adam Smith","Adam_Smith","ECONOMIST","1723","43","92.990597","891354","957979","~1×","0.05","-7","-2","Steady"
"Mother Teresa","Mother_Teresa","SOCIAL ACTIVIST","1910","44","92.983731","2226625","2435676","+2.8×","0.45","-8.6","-1.8","Steady"
"Johann Sebastian Bach","Johann_Sebastian_Bach","COMPOSER","1685","45","92.781625","1292917","1449116","+1.7×","0.22","-10.8","-16.9","Steady"
"Martin Luther","Martin_Luther","RELIGIOUS FIGURE","1483","46","92.768507","1944721","2006412","+2.5×","0.40","-3.1","-18","Steady"
"Ferdinand Magellan","Ferdinand_Magellan","EXPLORER","1480","47","92.617648","1029545","1161643","+1.3×","0.13","-11.4","-7.6","Steady"
"William Shakespeare","William_Shakespeare","WRITER","1564","48","92.587866","4161599","4846567","+5.5×","0.74","-14.1","-14.1","Famous"
"Pope John Paul II","Pope_John_Paul_II","RELIGIOUS FIGURE","1920","49","92.563665","4975393","1687545","+6.6×","0.82","194.8","-55","Post-Peak"
"Martin Luther King Jr.","Martin_Luther_King_Jr.","SOCIAL ACTIVIST","1929","50","92.494023","4590002","5158742","+6.1×","0.79","-11","-53.4","Post-Peak"
"Frédéric Chopin","Frédéric_Chopin","COMPOSER","1810","51","92.475538","1296745","1219419","+1.7×","0.24","6.3","-15.1","Steady"
"Immanuel Kant","Immanuel_Kant","PHILOSOPHER","1724","52","92.346663","1265607","1241782","+1.7×","0.23","1.9","16.7","Steady"
"Karl Marx","Karl_Marx","ECONOMIST","1818","53","92.238114","2611381","2835752","+3.5×","0.55","-7.9","-4.4","Famous"
"Joseph Stalin","Joseph_Stalin","POLITICIAN","1879","54","92.218344","4775038","5077036","+6.5×","0.81","-5.9","-15.5","Famous"
"Akbar","Akbar","POLITICIAN","1542","55","92.192552","1698630","1432205","+2.3×","0.37","18.6","-53.9","Cooling Off"
"Dante Alighieri","Dante_Alighieri","WRITER","1265","56","92.127164","1100948","1187279","+1.5×","0.18","-7.3","-3.6","Steady"
"René Descartes","René_Descartes","PHILOSOPHER","1596","57","92.123398","1002459","1088223","+1.4×","0.14","-7.9","-17.6","Steady"
"Avicenna","Avicenna","PHILOSOPHER","980","58","92.047737","695856","731267","~1×","-0.01","-4.8","-4","Steady"
"Augustus","Augustus","POLITICIAN","-63","59","92.030619","2435900","2806754","+3.4×","0.53","-13.2","-8","Famous"
"Gottfried Wilhelm Leibniz","Gottfried_Wilhelm_Leibniz","MATHEMATICIAN","1646","60","91.998728","568372","579789","~1×","-0.10","-2","-3.3","Steady"
"Nikola Tesla","Nikola_Tesla","INVENTOR","1856","61","91.899779","3300486","3518921","+4.7×","0.67","-6.2","-7.5","Famous"
"Laozi","Laozi","PHILOSOPHER","-604","62","91.854157","3777001","4607902","+5.4×","0.73","-18","-21.2","Post-Peak"
"Charles, Prince of Wales","Charles,_Prince_of_Wales","NOBLEMAN","1948","63","91.702925","324213","341655","−2.2×","-0.34","-5.1","12","Steady"
"Pablo Picasso","Pablo_Picasso","PAINTER","1881","64","91.682523","2309400","2632369","+3.3×","0.52","-12.3","-21.1","Post-Peak"
"Thomas Edison","Thomas_Edison","INVENTOR","1847","65","91.648295","1941796","2246328","+2.8×","0.45","-13.6","-21.8","Cooling Off"
"Suleiman the Magnificent","Suleiman_the_Magnificent","POLITICIAN","1494","66","91.578159","1320062","1373488","+1.9×","0.28","-3.9","-6.8","Steady"
"Indira Gandhi","Indira_Gandhi","POLITICIAN","1917","67","91.535997","3430895","3313477","+5.0×","0.70","3.5","-40.1","Post-Peak"
"Vladimir Lenin","Vladimir_Lenin","POLITICIAN","1870","68","91.505855","2712946","2871516","+4.0×","0.60","-5.5","-10.8","Famous"
"Charles Darwin","Charles_Darwin","BIOLOGIST","1809","69","91.477466","1646870","1731735","+2.4×","0.38","-4.9","-15.3","Steady"
"Carl Friedrich Gauss","Carl_Friedrich_Gauss","MATHEMATICIAN","1777","70","91.437654","577420","635590","~1×","-0.07","-9.2","-10.6","Steady"
"Saladin","Saladin","POLITICIAN","1138","71","91.362265","1888296","2159667","+2.8×","0.45","-12.6","-4.1","Steady"
"Paul the Apostle","Paul_the_Apostle","RELIGIOUS FIGURE","5","72","91.310156","1991273","1791284","+3.0×","0.47","11.2","3.6","Steady"
"Jean-Jacques Rousseau","Jean-Jacques_Rousseau","PHILOSOPHER","1712","73","91.26782","842741","959400","~1×","0.10","-12.2","-8.3","Steady"
"Mustafa Kemal Atatürk","Mustafa_Kemal_Atatürk","POLITICIAN","1881","74","91.263332","1458864","1553164","+2.2×","0.34","-6.1","-8.2","Steady"
"Kublai Khan","Kublai_Khan","POLITICIAN","1215","75","91.150456","1149707","1183125","+1.7×","0.24","-2.8","-0.1","Steady"
"Sigmund Freud","Sigmund_Freud","PSYCHOLOGIST","1856","76","91.086093","2202970","2568607","+3.3×","0.52","-14.2","8","Famous"
"Vasco da Gama","Vasco_da_Gama","EXPLORER","1460","77","91.063575","878408","999832","+1.3×","0.12","-12.1","2","Steady"
"Blaise Pascal","Blaise_Pascal","MATHEMATICIAN","1623","78","91.038048","533951","600001","~1×","-0.09","-11","-5.2","Steady"
"Joan of Arc","Joan_of_Arc","MILITARY PERSONNEL","1412","79","91.024858","2521352","2789695","+3.8×","0.58","-9.6","-17.6","Famous"
"Antonio Vivaldi","Antonio_Vivaldi","COMPOSER","1678","80","91.000281","633466","717313","~1×","-0.01","-11.7","-14.6","Steady"
"Raphael","Raphael","PAINTER","1483","81","90.992706","746870","783123","~1×","0.06","-4.6","13.1","Steady"
"Qin Shi Huang","Qin_Shi_Huang","POLITICIAN","-258","82","90.986823","1016992","1113396","+1.6×","0.20","-8.7","-11.6","Steady"
"Johann Wolfgang von Goethe","Johann_Wolfgang_von_Goethe","WRITER","1749","83","90.964463","868090","942291","+1.3×","0.13","-7.9","-12.5","Steady"
"J. Robert Oppenheimer","J._Robert_Oppenheimer","PHYSICIST","1904","84","90.850395","4078738","13226714","+6.3×","0.80","-69.2","17.1","Crashing"
"Saint Joseph","Saint_Joseph","RELIGIOUS FIGURE","-100","85","90.76426","855585","943230","+1.3×","0.13","-9.3","-22.5","Cooling Off"
"Timur","Timur","MILITARY PERSONNEL","1336","86","90.736364","1313306","1243131","+2.1×","0.31","5.6","-22.7","Cooling Off"
"Muhammad Ali","Muhammad_Ali","BOXER","1942","87","90.722483","4303519","5925231","+6.8×","0.83","-27.4","-14.8","Famous"
"George VI","George_VI","POLITICIAN","1895","88","90.708824","4494935","4494926","+7.1×","0.85","","18.6","Famous"
"J. R. R. Tolkien","J._R._R._Tolkien","WRITER","1892","89","90.692073","2852326","3091909","+4.5×","0.65","-7.7","-1.8","Famous"
"Franz Joseph I of Austria","Franz_Joseph_I_of_Austria","POLITICIAN","1830","90","90.65352","2218727","2664279","+3.5×","0.55","-16.7","-38.4","Post-Peak"
"Baruch Spinoza","Baruch_Spinoza","PHILOSOPHER","1632","91","90.634718","732162","764111","~1×","0.07","-4.2","5.9","Steady"
"Muhammad ibn Musa al-Khwarizmi","Muhammad_ibn_Musa_al-Khwarizmi","MATHEMATICIAN","780","92","90.618711","66890","43355","−9.4×","-0.97","54.3","-11.3","Underrated"
"Rembrandt","Rembrandt","PAINTER","1606","93","90.589138","697199","755221","~1×","0.05","-7.7","5.3","Steady"
"Johannes Gutenberg","Johannes_Gutenberg","INVENTOR","1394","94","90.576334","509503","594165","~1×","-0.09","-14.2","-15.4","Steady"
"Louis XVI of France","Louis_XVI_of_France","POLITICIAN","1754","95","90.497115","74982","171258","−8.3×","-0.92","-56.2","-37.3","Declining"
"Nelson Mandela","Nelson_Mandela","SOCIAL ACTIVIST","1918","96","90.452698","3358583","3732966","+5.4×","0.73","-10","-4","Famous"
"Niccolò Machiavelli","Niccolò_Machiavelli","PHILOSOPHER","1469","97","90.446188","1399552","1210083","+2.3×","0.36","15.7","4.5","Steady"
"Andrew Jackson","Andrew_Jackson","POLITICIAN","1767","98","90.44513","2364497","2240950","+3.8×","0.59","5.5","-43.8","Post-Peak"
"Augustine of Hippo","Augustine_of_Hippo","PHILOSOPHER","354","99","90.392851","1685333","1410938","+2.8×","0.44","19.4","10.2","Steady"
"Edgar Allan Poe","Edgar_Allan_Poe","WRITER","1809","100","90.352532","2228288","2676845","+3.6×","0.56","-16.8","0.3","Famous"
"Francis Bacon","Francis_Bacon","PHILOSOPHER","1561","101","90.320483","833107","1272323","+1.4×","0.14","-34.5","-31","Cooling Off"
"Hippocrates","Hippocrates","PHYSICIAN","-460","102","90.189807","461871","575083","−1.3×","-0.12","-19.7","-4.8","Steady"
"Friedrich Nietzsche","Friedrich_Nietzsche","PHILOSOPHER","1844","103","90.16915","2157729","2225999","+3.6×","0.55","-3.1","-5.6","Famous"
"Carl Linnaeus","Carl_Linnaeus","BIOLOGIST","1707","104","90.163455","692253","727443","~1×","0.06","-4.8","16.3","Steady"
"Hans Christian Andersen","Hans_Christian_Andersen","WRITER","1805","105","90.135241","809569","838670","+1.3×","0.13","-3.5","0.1","Steady"
"Herodotus","Herodotus","HISTORIAN","-484","106","90.059145","634682","780554","~1×","0.02","-18.7","-2.1","Steady"
"Vladimir Putin","Vladimir_Putin","POLITICIAN","1952","107","90.032129","7338293","7601731","+12×","1.09","-3.5","-1.2","Famous"
"Euclid","Euclid","MATHEMATICIAN","-350","108","90.017429","476944","639693","~1×","-0.10","-25.4","-4.9","Steady"
"Abraham","Abraham","RELIGIOUS FIGURE","-1813","109","89.989718","1566920","1687292","+2.6×","0.42","-7.1","-9.9","Steady"
"Salvador Dalí","Salvador_Dalí","PAINTER","1904","110","89.927535","1392777","1577809","+2.3×","0.37","-11.7","-10.7","Steady"
"Charles I of England","Charles_I_of_England","POLITICIAN","1600","111","89.903293","2395908","2723939","+4.0×","0.61","-12","-5.6","Famous"
"Charlie Chaplin","Charlie_Chaplin","ACTOR","1889","112","89.85111","3060056","3362819","+5.2×","0.71","-9","-6.4","Famous"
"Charlemagne","Charlemagne","POLITICIAN","748","113","89.850895","2424710","2413598","+4.1×","0.61","0.5","-18.7","Famous"
"George V","George_V","POLITICIAN","1865","114","89.84692","4248648","4110910","+7.2×","0.86","3.4","20.6","Trending"
"James VI and I","James_VI_and_I","POLITICIAN","1566","115","89.82762","2903812","3891063","+5.0×","0.70","-25.4","-3.2","Famous"
"Leo Tolstoy","Leo_Tolstoy","WRITER","1828","116","89.816152","1341486","1633780","+2.3×","0.36","-17.9","-17.2","Steady"
"Pope John Paul I","Pope_John_Paul_I","RELIGIOUS FIGURE","1912","117","89.796278","2151765","466232","+3.7×","0.57","361.5","-58.9","Breakout Star"
"Commodus","Commodus","POLITICIAN","161","118","89.793216","1432539","2131181","+2.5×","0.39","-32.8","-51.5","Cooling Off"
"Fibonacci","Fibonacci","MATHEMATICIAN","1170","119","89.73783","373626","368088","−1.6×","-0.19","1.5","-5.9","Steady"
"Elizabeth II","Elizabeth_II","NOBLEMAN","1926","120","89.722891","8344651","9320212","+14×","1.16","-10.5","2.2","Famous"
"Edward VII","Edward_VII","NOBLEMAN","1841","121","89.683388","3340518","3529978","+5.8×","0.76","-5.4","8.9","Famous"
"Edward VI of England","Edward_VI_of_England","POLITICIAN","1537","122","89.666344","122307","164785","−4.7×","-0.67","-25.8","-31.8","Declining"
"Franz Kafka","Franz_Kafka","WRITER","1883","123","89.623495","1992972","2769276","+3.5×","0.54","-28","-6.2","Famous"
"Empress Elisabeth of Austria","Empress_Elisabeth_of_Austria","COMPANION","1837","124","89.609516","2894218","3619489","+5.1×","0.70","-20","-38.1","Post-Peak"
"Victor Hugo","Victor_Hugo","WRITER","1802","125","89.524004","948080","957627","+1.7×","0.22","-1","-12.3","Steady"
"Albrecht Dürer","Albrecht_Dürer","PAINTER","1471","126","89.518004","385838","390539","−1.5×","-0.17","-1.2","-5.5","Steady"
"Pope Leo XIV","Pope_Leo_XIV","RELIGIOUS FIGURE","1955","127","89.517077","18689901","152","+33×","1.52","12295887.5","3035936.6","Breakout Star"
"Mehmed the Conqueror","Mehmed_the_Conqueror","POLITICIAN","1432","128","89.488811","97698","111777","−5.8×","-0.76","-12.6","-10.5","Underrated"
"Voltaire","Voltaire","WRITER","1694","129","89.440108","1119084","1120143","+2.0×","0.30","-0.1","-12.2","Steady"
"Huang Xianfan","Huang_Xianfan","POLITICIAN","1899","130","89.402982","19856","6096","−28×","-1.45","225.7","108.1","Viral"
"Solomon","Solomon","RELIGIOUS FIGURE","-1011","131","89.396238","1565495","1588651","+2.8×","0.44","-1.5","-9.8","Steady"
"Pyotr Ilyich Tchaikovsky","Pyotr_Ilyich_Tchaikovsky","COMPOSER","1840","132","89.387958","912106","1027936","+1.6×","0.21","-11.3","-18.3","Steady"
"James Joyce","James_Joyce","WRITER","1882","133","89.382366","1031357","944209","+1.8×","0.26","9.2","-23.8","Cooling Off"
"Sophocles","Sophocles","WRITER","-497","134","89.315575","549041","340158","~1×","-0.01","61.4","204.7","Rising Star"
"Ali","Ali","RELIGIOUS FIGURE","601","135","89.311042","1427421","1670017","+2.6×","0.41","-14.5","-21.9","Cooling Off"
"William McKinley","William_McKinley","POLITICIAN","1843","136","89.291251","3021170","2063150","+5.4×","0.73","46.4","-67.1","Post-Peak"
"Giuseppe Verdi","Giuseppe_Verdi","COMPOSER","1813","137","89.275173","337333","384053","−1.6×","-0.22","-12.2","-19.5","Steady"
"Umar","Umar","POLITICIAN","585","138","89.271625","936387","971358","+1.7×","0.23","-3.6","-7.8","Steady"
"Al Pacino","Al_Pacino","ACTOR","1940","139","89.265453","3898966","4127636","+7.0×","0.85","-5.5","2.4","Famous"
"Louis Pasteur","Louis_Pasteur","CHEMIST","1822","140","89.243402","713534","795342","+1.3×","0.11","-10.3","19.5","Steady"
"Johannes Kepler","Johannes_Kepler","ASTRONOMER","1571","141","89.23672","493370","535008","~1×","-0.05","-7.8","-15.5","Steady"
"Edward VIII","Edward_VIII","POLITICIAN","1894","142","89.233375","4037748","4015905","+7.3×","0.87","0.5","9.6","Famous"
"Sylvester Stallone","Sylvester_Stallone","ACTOR","1946","143","89.20221","4483096","6039417","+8.2×","0.91","-25.8","-3.9","Famous"
"Clint Eastwood","Clint_Eastwood","ACTOR","1930","144","89.198867","6177662","6377532","+11×","1.05","-3.1","15.2","Famous"
"Ulysses S. Grant","Ulysses_S._Grant","POLITICIAN","1822","145","89.191514","2744744","2493644","+5.0×","0.70","10.1","-21.2","Post-Peak"
"Frida Kahlo","Frida_Kahlo","PAINTER","1907","146","89.132086","2331951","2549238","+4.3×","0.63","-8.5","-8.9","Famous"
"George III of the United Kingdom","George_III_of_the_United_Kingdom","POLITICIAN","1738","147","89.109362","178734","205591","−3.0×","-0.48","-13.1","18.9","Steady"
"Kim Il-sung","Kim_Il-sung","POLITICIAN","1912","148","89.104371","23643","28163","−23×","-1.36","-16","-15.3","Forgotten"
"Andrew the Apostle","Andrew_the_Apostle","RELIGIOUS FIGURE","-6","149","89.095843","474798","479383","~1×","-0.06","-1","9.8","Steady"
"Abu Bakr","Abu_Bakr","RELIGIOUS FIGURE","573","150","89.080528","798127","961036","+1.5×","0.17","-17","-16.7","Steady"
"John the Baptist","John_the_Baptist","RELIGIOUS FIGURE","-20","151","89.066705","1319990","1242996","+2.4×","0.39","6.2","-4.9","Steady"
"Thales of Miletus","Thales_of_Miletus","PHILOSOPHER","-623","152","89.063814","353888","427006","−1.5×","-0.18","-17.1","-14.7","Steady"
"Heraclitus","Heraclitus","PHILOSOPHER","-535","153","89.053221","506859","491284","~1×","-0.03","3.2","-5.6","Steady"
"Constantine the Great","Constantine_the_Great","POLITICIAN","272","154","89.004717","1560823","1607758","+2.9×","0.46","-2.9","-7.1","Steady"
"David","David","POLITICIAN","-1010","155","88.963352","2183880","1828214","+4.1×","0.61","19.5","-27.9","Post-Peak"
"George Frideric Handel","George_Frideric_Handel","COMPOSER","1685","156","88.946267","483751","576008","~1×","-0.04","-16","-13.4","Steady"
"Lady Jane Grey","Lady_Jane_Grey","NOBLEMAN","1537","157","88.923417","1886597","2933715","+3.5×","0.55","-35.7","-23.3","Post-Peak"
"Martin Van Buren","Martin_Van_Buren","POLITICIAN","1782","158","88.885885","1113530","1179538","+2.1×","0.32","-5.6","-24.9","Cooling Off"
"Alfred Nobel","Alfred_Nobel","CHEMIST","1833","159","88.857231","877639","724036","+1.7×","0.22","21.2","32.7","Rising Star"
"Steve Jobs","Steve_Jobs","DESIGNER","1955","160","88.843294","5191878","4963911","+9.8×","0.99","4.6","8","Famous"
"Tutankhamun","Tutankhamun","RELIGIOUS FIGURE","-1341","161","88.82473","1559016","1494635","+2.9×","0.47","4.3","-15.4","Steady"
"Joseph Goebbels","Joseph_Goebbels","POLITICIAN","1897","162","88.80714","2270328","2154250","+4.3×","0.63","5.4","4.2","Famous"
"Narendra Modi","Narendra_Modi","POLITICIAN","1950","163","88.805741","4995429","6746012","+9.5×","0.98","-25.9","14.8","Famous"
"Hillary Clinton","Hillary_Clinton","POLITICIAN","1947","164","88.790391","2472141","3424337","+4.7×","0.67","-27.8","-13.9","Famous"
"Winston Churchill","Winston_Churchill","POLITICIAN","1874","165","88.760654","4528108","5016662","+8.6×","0.94","-9.7","-11.5","Famous"
"Thomas Aquinas","Thomas_Aquinas","PHILOSOPHER","1225","166","88.704528","1437459","1254990","+2.7×","0.44","14.5","-17.6","Steady"
"Mao Zedong","Mao_Zedong","POLITICIAN","1893","167","88.699607","3060469","3058362","+5.8×","0.77","0.1","-12.6","Famous"
"Claude Monet","Claude_Monet","PAINTER","1840","168","88.693795","1116039","1065269","+2.1×","0.33","4.8","56.4","Rising Star"
"Otto von Bismarck","Otto_von_Bismarck","POLITICIAN","1815","169","88.6672","1289996","1297060","+2.5×","0.39","-0.5","-17.1","Steady"
"Charles II of England","Charles_II_of_England","POLITICIAN","1630","170","88.621859","2252240","2367017","+4.3×","0.64","-4.8","-0.1","Famous"
"Giordano Bruno","Giordano_Bruno","ASTRONOMER","1548","171","88.5725","476751","451565","~1×","-0.04","5.6","-3.5","Steady"
"Marilyn Monroe","Marilyn_Monroe","ACTOR","1926","172","88.568268","4263044","7532616","+8.2×","0.91","-43.4","3.1","Famous"
"Pope Leo XIII","Pope_Leo_XIII","RELIGIOUS FIGURE","1810","173","88.506574","2568898","320426","+5.0×","0.70","701.7","21.1","Breakout Star"
"James Watt","James_Watt","INVENTOR","1736","174","88.472754","333694","356504","−1.6×","-0.19","-6.4","-18.3","Steady"
"Wilhelm II, German Emperor","Wilhelm_II,_German_Emperor","POLITICIAN","1859","175","88.469406","463060","554277","~1×","-0.05","-16.5","-9.8","Steady"
"Aaron","Aaron","RELIGIOUS FIGURE","-1396","176","88.466263","568906","391345","~1×","0.04","45.4","-36.9","Cooling Off"
"Diogenes","Diogenes","PHILOSOPHER","-404","177","88.38345","806132","857875","+1.6×","0.19","-6","-4.2","Steady"
"Jacob","Jacob","RELIGIOUS FIGURE","-1653","178","88.371536","881496","982462","+1.7×","0.23","-10.3","-10.7","Steady"
"Anne, Queen of Great Britain","Anne,_Queen_of_Great_Britain","POLITICIAN","1665","179","88.36686","2094268","2927944","+4.1×","0.61","-28.5","-6.3","Famous"
"Benito Mussolini","Benito_Mussolini","POLITICIAN","1883","180","88.359481","3810777","3241144","+7.4×","0.87","17.6","-17.7","Famous"
"Stephen Hawking","Stephen_Hawking","PHYSICIST","1942","181","88.355359","3781055","5112320","+7.4×","0.87","-26","-0.1","Famous"
"Erasmus","Erasmus","PHILOSOPHER","1466","182","88.327985","529394","624873","~1×","0.02","-15.3","-12.2","Steady"
"Jules Verne","Jules_Verne","WRITER","1828","183","88.316842","714287","767051","+1.4×","0.15","-6.9","5.3","Steady"
"Matthew the Apostle","Matthew_the_Apostle","RELIGIOUS FIGURE","10","184","88.309779","565532","556172","~1×","0.05","1.7","18.7","Steady"
"Joseph Haydn","Joseph_Haydn","COMPOSER","1732","185","88.300946","435760","471610","~1×","-0.07","-7.6","-9.5","Steady"
"John, King of England","John,_King_of_England","POLITICIAN","1166","186","88.293996","1382352","1328199","+2.7×","0.44","4.1","4.8","Steady"
"Peter Paul Rubens","Peter_Paul_Rubens","PAINTER","1577","187","88.287702","409131","442757","~1×","-0.09","-7.6","-1.5","Steady"
"Georg Wilhelm Friedrich Hegel","Georg_Wilhelm_Friedrich_Hegel","PHILOSOPHER","1770","188","88.268419","720665","739400","+1.4×","0.15","-2.5","-6.8","Steady"
"Leif Erikson","Leif_Erikson","EXPLORER","970","189","88.249918","864047","1311269","+1.7×","0.23","-34.1","-14.9","Steady"
"Cicero","Cicero","POLITICIAN","-106","190","88.192811","1036481","1223609","+2.1×","0.31","-15.3","-8.6","Steady"
"Saint Nicholas","Saint_Nicholas","RELIGIOUS FIGURE","270","191","88.169797","702208","1329824","+1.4×","0.14","-47.2","-15.9","Steady"
"Richard Wagner","Richard_Wagner","COMPOSER","1813","192","88.149684","857831","959445","+1.7×","0.23","-10.6","-12.2","Steady"
"Karl Benz","Karl_Benz","INVENTOR","1844","193","88.122518","54787","69371","−9.2×","-0.96","-21","-16.8","Underrated"
"Richard III of England","Richard_III_of_England","POLITICIAN","1452","194","88.097385","1354007","1297225","+2.7×","0.43","4.4","-17.7","Steady"
"Aisha","Aisha","COMPANION","605","195","88.085506","1116223","1223008","+2.2×","0.35","-8.7","-29.3","Cooling Off"
"Virgil","Virgil","WRITER","-70","196","88.04934","615488","804745","~1×","0.09","-23.5","-32.3","Cooling Off"
"Pope Paul VI","Pope_Paul_VI","RELIGIOUS FIGURE","1897","197","88.004539","1149218","644545","+2.3×","0.36","78.3","-36.5","Cooling Off"
"Cnut the Great","Cnut_the_Great","POLITICIAN","995","198","87.994643","433928","531059","~1×","-0.06","-18.3","14.8","Steady"
